chara,name,input,damage,startup,active,recovery,attribute,type,frameAdv
Mika,"Mika&#039;s Tornado",623A,952,7,12,21,Strike,special,-2
Mika,"Mika&#039;s Tornado",623B,1020,9,12,26,Strike,special,-7
Mika,"Mika&#039;s Tornado",623C,1720,1+6,36,44,Strike,special,-51
Mika,"Mika&#039;s Tornado (EX Follow-up)",623X~623C,1720,1+6,36,24,Strike,special,-7
Mika,"Mika&#039;s Twister",623X~A,967,4,24,32,Strike,special,-24
Mika,"Mika&#039;s Twister",623X~B,967,4,24,33,Strike,special,-25
Mika,"Mika&#039;s Twister (Air)",j623A,994,7,24,,Strike,special,"-36 ~ -1"
Mika,"Mika&#039;s Twister (Air)",j623B,994,8,24,,Strike,special,"-36 ~ -4"
Mika,"Mika&#039;s Twister (Air)",j623C,1550,1+7,36,,Strike,special,"-38 ~ +3"
Mika,Throw,A+D,1660,4,-,-,Throw,other,"+13 when successful"
Mika,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Nanase,,2A,150,5,2,12,Strike,normal,-2
Nanase,,2B,440,9,3,18,"Strike, Foot",normal,-5
Nanase,,2C,590,12,4,22,"Strike, Foot",normal,-9
Nanase,,3C,570,9,3,29,Strike,normal,-10
Nanase,,5A,200,6,2,12,Strike,normal,-2
Nanase,,5B,410,8,3,17,Strike,normal,-4
Nanase,,5C,670,12,3,22,Strike,normal,-8
Nanase,,5[C],725,17,3,23,Strike,normal,-10
Nanase,,66B,610,18,15,7,"Strike, Foot",normal,-4~+10
Nanase,,66C,666,27,4,20,"Strike, Foot",normal,-6~-3
Nanase,,j2C,510,13,3,32,"Strike, Head",normal,Varies
Nanase,,j2[C],720,17,3,28,"Strike, Head",normal,Varies
Nanase,,j8C,590,12,4,10,"Strike, Head",normal,Varies
Nanase,,jA,130,7,2,15,"Strike, Head",normal,Varies
Nanase,,jB,380,11,3,19,"Strike, Head",normal,Varies
Nanase,,jB~B,480,11,3,16,"Strike, Head",normal,Varies
Nanase,,jC,520,12,3,25,"Strike, Head",normal,Varies
Nanase,,j[C],720,18,3,25,"Strike, Head",normal,Varies
Nanase,"Ange&#039;s Invitation (A)",214A,1324,17,19,24,"Strike, Projectile",special,-6~+9
Nanase,"Ange&#039;s Invitation (B)",214B,1324,13,15,31,"Strike, Projectile",special,-9~+6
Nanase,"Ange&#039;s Invitation (EX)",214C,1770,12,18,26,"Strike, Projectile",special,+5~+22
Nanase,"Atmosphère of the Aether",41236D,3510,1+9,5,55,Strike,super,-43
Nanase,"Auréole of the Starry Sky",236X~B,730,"8 (combo only)&lt;br&gt;23",3(12)5,20,Strike,special,-7~-3
Nanase,"Avancer With You",236X~A,1090,17,10,23,Strike,special,-8~+1
Nanase,"Breeze&#039;s Liberté",B+C,,,,,,other,
Nanase,"Breeze&#039;s Liberté",jB+C,,,,,,other,
Nanase,"Breeze&#039;s Liberté (Vorpal)",B+C,,,,,,other,
Nanase,"Breeze&#039;s Liberté (Vorpal)",jB+C,,,,,,other,
Nanase,"Chasing le Rêve (A)",236A,750,7~21,15,20,Strike,special,-17~-3
Nanase,"Chasing le Rêve (A)",j214A,902,16,"until land",,"Strike, Dive",special,-5~-2
Nanase,"Chasing le Rêve (B)",236B,780,9~35,27,28,Strike,special,-33~-7
Nanase,"Chasing le Rêve (B)",j214B,1309,23,"until land",,"Strike, Dive",special,-4
Nanase,"Chasing le Rêve (C)",j214C,1852,9,"until land",,"Strike, Dive",special,-2~+3
Nanase,"Chasing le Rêve (EX)",236C,1848,9~18,17,25,Strike,special,-12~+4
Nanase,"Conveying my Vrai Coeur (A)",214X~A,650,13,"until land",,"Strike, Dive",special,-10~-3
Nanase,"Conveying my Vrai Coeur (B)",214X~B,670,16,"until land",,"Strike, Dive",special,-8~-1
Nanase,"Conveying my Vrai Coeur (C)",214X~C,710,20,"until land",,"Strike, Dive",special,-5~-3
Nanase,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Nanase,"Euros&#039; Whistle (A)",22A,710,11,24,7,"Strike, Projectile",special,-2~+21
Nanase,"Euros&#039; Whistle (B)",22B,1210,43,120,,"Strike, Projectile",special,+16~+35
Nanase,"Euros&#039; Whistle (C)",22C,"750, 750 (1410)",11,,,"Strike, Projectile",special,"0~+7 (first hit)&lt;br&gt;+28~+39 (second hit)"
Nanase,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Nanase,"Halte Once in a While",236X~C,"440, 300*2",14,3,23,Strike,special,"-18 (whiffs if 236X does not hit)"
Nanase,"Let the Fleur Carry your Feelings (A)",j236A,750,24,"until hit",,"Strike, Projectile",special,"+10 (+12 on crouch)"
Nanase,"Let the Fleur Carry your Feelings (B)",j236B,"750 (Air)&lt;br&gt;444 (Ground)&lt;br&gt;777 (6B)",25,"until hit",,"Strike, Projectile",special,+14
Nanase,"Let the Fleur Carry your Feelings (EX)",j236C,1762,6,"until hit",,"Strike, Projectile",special,+3~+31
Nanase,"Let the Fleur Carry your Feelings (Increase A)",j236[A],920,28,"until hit",,"Strike, Projectile",special,+14
Nanase,"Let the Fleur Carry your Feelings (Increase B)",j236[B],750,32,"until hit",,"Strike, Projectile",special,+7
Nanase,"Lumière of the Dawn",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Nanase,"Plumage Dancing in the Wind (A)",623A,1143,5,7,38,Strike,special,-23
Nanase,"Plumage Dancing in the Wind (B)",623B,1359,6,10,45,Strike,special,-31
Nanase,"Plumage Dancing in the Wind (EX)",623C,2210,7,16,58,Strike,special,-48~-47
Nanase,"Smart Steer Ender",5A+B,"432*3 (first hits), 396 (last hit)",10,11(11)3,19,Strike,other,-4
Nanase,Throw,A+D,1640,4,3,24,Throw,other,"+49 on hit"
Nanase,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Ogre,,2A,180,6,2,,Strike,normal,-2
Ogre,,2B,500,8,4,18,"Strike, Foot",normal,-6
Ogre,,2C,"679 (Both Hits), 350 (One Hit)",12,,,"Strike, Foot",normal,-2
Ogre,,3C,680,9,4,23,Strike,normal,-9
Ogre,,5A,190,5,2,,Strike,normal,-3
Ogre,,5B,540,8,3,,Strike,normal,-3
Ogre,,5C,690,11,4,,Strike,normal,-8
Ogre,,5[C],780,21,,,Strike,normal,-8
Ogre,,66B,"310 x 3 (973)",16,,,Strike,normal,"-4 ~ +3"
Ogre,,66C,"490 x 2 (940)",26,,,Strike,normal,-6
Ogre,,6B,680,23,3,,Strike,normal,-10
Ogre,,6C,620,9,5,24,Strike,normal,-8~-11
Ogre,,6[C],790,18,,,Strike,normal,-8~-11
Ogre,,j2C,"340, 272*, 258* (870)",17,,,Strike,normal,Varies
Ogre,,jA,150,7,3,,"Strike, Head",normal,Varies
Ogre,,jB,510,9,4,,"Strike, Head",normal,Varies
Ogre,,jC,590,12,5,,"Strike, Head",normal,Varies
Ogre,,j[C],760,19,,,"Strike, Head",normal,Varies
Ogre,"Beat You to the Punch!",B+C,893,15,,,Projectile,other,"-10 ~ -2"
Ogre,"Beat You to the Punch!",B+C,893,15,,,Projectile,other,"-7 ~ +1"
Ogre,"Beat You to the Punch!",jB+C,893,15,,,Projectile,other,
Ogre,"Beat You to the Punch!",jB+C,893,15,,,Projectile,other,
Ogre,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Ogre,"Disturbing Rumble",41236D,3517,"1 + 7",4,,Strike,super,"-21 ~ -18"
Ogre,"Explode! (A)",22A,1600,28,,33,Projectile,special,3
Ogre,"Explode! (B)",22B,1600,41,,,Projectile,special,27
Ogre,"Gate of Hades",A+B+C+D,3780,1+14,2,51,Strike,super,-25
Ogre,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Ogre,"Have Some More!",236A~X,"380, 777* (1157)",8,"3, (10), 5",26,Strike,special,-8
Ogre,"Have Some More!",236B~X,"270, 264*, 761* (1295)",10,"2, (7), 3, (10), 5",26,Strike,special,-8
Ogre,"Hit The Showers! (A)",j236A,830,16,,Varies,Projectile,special,
Ogre,"Hit The Showers! (B)",j236B,830,21,,Varies,Projectile,special,
Ogre,"Hit The Showers! (C)",j236C,"440 x 6 (1800)",11,,,Projectile,special,"+17 (Point Blank TK)
+44 (Fullscreen TK)"
Ogre,"I&#039;ll Break You! (A)",236A,"495 x 2 (877)",7,"3, (9), 4",,Strike,special,-4
Ogre,"I&#039;ll Break You! (B)",236B,"470 x 2 (921)",9,"3, (12), 4",,Strike,special,-2
Ogre,"I&#039;ll Break You! (C)",236C,1996,7,5,28,Strike,special,-5
Ogre,"I&#039;ll Show You!",22B+C,1716,10,,,Strike,special,+6
Ogre,"I&#039;m Over Here!",214A~A,,,,,,special,
Ogre,"I&#039;ve Got You! (A)",632146A,1102,9,5,30,"&lt;font style=&quot;color:Red&quot;  &gt;Throw&lt;/font&gt;",special,
Ogre,"I&#039;ve Got You! (B)",632146B,1498,18,1,34,"&lt;font style=&quot;color:Gold&quot;  &gt;Gold Throw&lt;/font&gt;",special,
Ogre,"I&#039;ve Got You! (C)",632146C,1648,8,5,34,"&lt;font style=&quot;color:Red&quot;  &gt;Throw&lt;/font&gt;",special,
Ogre,"I&#039;ve Got You! (Explosion)",632146X,1300,300,,-,,special,+63
Ogre,"No Escape! (A)",214A,930,11,4,21,Strike,special,-4
Ogre,"No Escape! (B)",214B,1080,17,10,"14~17 (Hit/Block)
17 (Whiff)",Strike,special,"-5 ~ +1"
Ogre,"No Escape! (C)",214C,"1080, 833 (1913)",9,,,Strike,special,-5*
Ogre,"No Quarter!",214A~B,640,22,11*,,Strike,special,"-2 ~ +9"
Ogre,"Now, Fall!",214A~C,830,24,2,,Strike,special,-6
Ogre,"Oh No, You Don&#039;t! (A)",623A,1486,8,"8, (7), 7, (10), 3",21,Strike,special,-4
Ogre,"Oh No, You Don&#039;t! (B)",623B,1529,8,"7, (8), 6, (10), 3",22,Strike,special,-37
Ogre,"Oh No, You Don&#039;t! (C)",623C,1819,7,"12, (27), 6, (10), 3",32,Strike,special,-25
Ogre,"Steer Ender",5A+B,,,,,Strike,other,-4
Ogre,Throw,A+D,1615,4,3,25,Throw,other,"+33 (on hit)"
Ogre,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Orie,,2A,140,5,2,12,"Strike, Foot",,-2
Orie,,2B,490,8,3,14,"Strike, Foot",,-5
Orie,,2C,590,9,5,20,"Strike, Foot",,-7
Orie,,3B,420,7,3,22,Strike,,-7
Orie,,3C,780,16,4,11,Strike,,-3~0
Orie,,4C,590,16,5,15,Strike,,-4
Orie,,5A,200,6,2,13,Strike,,-3
Orie,,5B,500,9,2,19,Strike,,-4
Orie,,5C,590,12,4,22,Strike,,-8
Orie,,66B,660,10,2,12,Strike,,-2
Orie,,66C,978,11,24,21,Strike,,-4~-1
Orie,,6B,480,26,4,"22 (block/whiff), 20 (hit)",Strike,,-9
Orie,,j2C,620,14,7,16~7,"Strike, Head",,-9~+2
Orie,,jA,140,8,2,17,"Strike, Head",,Varies
Orie,,jB,410,9,3,18,"Strike, Head",,Varies
Orie,,jC,570,12,6,12,"Strike, Head",,Varies
Orie,"Aerial Leap",B+C,,,,,,,
Orie,"Aerial Leap",jB+C,,,,,,,
Orie,"Aerial Leap (Vorpal)",B+C,,,,,,,
Orie,"Aerial Leap (Vorpal)",jB+C,,,,,,,
Orie,"Command Order (A)",214A,777,15,5,18,"Strike, Foot",,-7
Orie,"Command Order (Air) (A)",j214A,777,16,4,36~7,Strike,,-18~+11
Orie,"Command Order (Air) (B)",j214B,999,22,5,31~2,Strike,,-14~+15
Orie,"Command Order (Air) (C)",j214C,"350+646+929 (1925)",1+14,20,17~5,Strike,,+22~+4
Orie,"Command Order (B)",214B,777,18,3,14,Strike,,-5
Orie,"Command Order (C)",214C,"350+646+929 (1925)",1+10,20,10,Strike,,+7
Orie,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Orie,"Divine Thrust (A)",236A,860,9,4,22,Strike,,-4~-1
Orie,"Divine Thrust (B)",236B,1250,13~21,7,23,Strike,,-6~0
Orie,"Divine Thrust (C)",236C,1395,1+5,10,29,Strike,,"-10 to -1"
Orie,"Divine Thrust (Increase B)",236[B],1670,21,13,25,Strike,,-6~+6
Orie,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Orie,"Luminous Embrace",41236D,3150,1+8,2*12,61,Strike,,-29~-14
Orie,"Oblique&#039;s Edge",214X~4C,"444+632 (1076)",15,14,14,Strike,,"-14 (-11 on the second hit only)"
Orie,"Rest in Peace",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Orie,"Reverie Obelisk",214B+C,"666, 888, 335",18,18(16)18,,Strike,,"-2 (first hit), +40 (final hits)"
Orie,"Sacred Arrow (A)",623A,1254,6,3,28,Strike,,-24
Orie,"Sacred Arrow (B)",623B,1330,8,6,35,Strike,,-32
Orie,"Sacred Arrow (C)",623C,1872,1+4,7,49,Strike,,-32
Orie,"Sacred Spire",236B+C,2070,1+7,24(5)4,40,Strike,,-17
Orie,"Sealing Hoplon (A)",22A,740,51,10,,Strike,,+41
Orie,"Sealing Hoplon (B)",22B,740,52,10,,Strike,,+40
Orie,"Sealing Hoplon (C)",22C,1935,53,58,,Strike,,+102
Orie,Succession,214X~4B,497,22,4,10,Strike,,+4
Orie,"Swift Cut",236A~6X,730,18,2,26,Strike,,-10
Orie,"Thick and Fast",214X~4A,"444+666 (1110)",16,3(7)2,13,Strike,,"-7 (+2 on the last hit only)"
Orie,Throw,A+D,1580,4,3,24,Throw,,"+37 on hit"
Orie,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Phonon,,2A,150,6,2,12,"Strike, Foot, Light Foot",normal,-2
Phonon,,2B,490,9,3,16,Strike,normal,-4
Phonon,,2C,600,11,4,23,"Strike, Foot",normal,-10
Phonon,,3C,620,16,10,20,"Strike, Foot",normal,-7~-12
Phonon,,4B,480,14,3,34,Strike,normal,-19
Phonon,,5A,200,6,2,13,Strike,normal,-3
Phonon,,5A+B,,,,,Strike,other,-4
Phonon,,5B,490,10,3,16,Strike,normal,-4
Phonon,,5B~B,480,12,4,27,Strike,normal,-10
Phonon,,5C,"570, 570 (1071)",12,"4, (9), 3",15,Strike,normal,-2
Phonon,,5[C],"570, 710 (1194)",12,"4, (16), 3",17,Strike,normal,-2
Phonon,,66B,749,14,"4, (4), 6",22,Strike,normal,-9
Phonon,,66C,540,12,6,24,Strike,normal,-9
Phonon,,66[B],840,28,6,30,Strike,normal,-13
Phonon,,j2B,320,8,4,,"Strike, Head",normal,Varies
Phonon,,j2[B],470,15,3,,"Strike, Head",normal,Varies
Phonon,,j3[C],750,20,4,16,"Strike, Head",normal,Varies
Phonon,,j4B,470,10,2,12,"Strike, Head",normal,Varies
Phonon,,jA,140,8,4,11,"Strike, Head",normal,Varies
Phonon,,jB,420,10,2,22,"Strike, Head",normal,Varies
Phonon,,jC,590,13,4,14,"Strike, Head",normal,Varies
Phonon,,j[B],610,18,4,17,"Strike, Head",normal,Varies
Phonon,,j[C],750,20,4,16,"Strike, Head",normal,Varies
Phonon,Attract,6B+C~A,176-228(jf),13,3,20,Strike,other,-5
Phonon,"Binding Beatitude",41236D,3512,1+7,,,Strike,super,-22
Phonon,"Complete Servitude",A+B+C+D,3760,1+14,2,51,Strike,super,-25
Phonon,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Phonon,"Echoing Reiterate",6B+C,943-1026(jf),11,2(8)2(14)2,30,Strike,other,-3
Phonon,"Enhanced Augmentation",22B+C,-,4,-,9,-,special,-
Phonon,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Phonon,"Guidance Ascension (A)",623A,"1224 / 1560(i)",9,12,25,"Strike, Projectile",special,"-6 / -2(i)"
Phonon,"Guidance Ascension (B)",623B,"1314 / 1661(i)",11,12,27,"Strike, Projectile",special,"-8 / -4(i)"
Phonon,"Guidance Ascension (C)",623C,1921,9,12,42,Strike,special,-19
Phonon,"Impulsive Frustration",B+C,1245,"15&lt;br&gt;Vorpal: 13","9, (6), 5",19,Strike,other,-6
Phonon,"Impulsive Frustration (IC)",[B]+[C],2140,"15&lt;br&gt;Vorpal: 13","27, (5), 5",19,Strike,other,-6
Phonon,Raid,6B+C~B,800,16,4,22,Strike,other,-8
Phonon,Repeat,6B+C~C,329,9,2(8)2(8)2(8)3,29,Strike,other,-12
Phonon,"Sliding Affliction (A)",236A,"800 / 1184(i)",18,,30,"Strike, Projectile",special,"-2 / +4(i)"
Phonon,"Sliding Affliction (Air A)",j236A,"800 / 1184(i)",16,,,"Strike, Projectile",special,"+4 / +16(i)"
Phonon,"Sliding Affliction (Air B)",j236B,"800 / 1184(i)",16,,,"Strike, Projectile",special,"0 / +12(i)"
Phonon,"Sliding Affliction (Air C)",j236C,1560,4+4,,,"Strike, Projectile",special,+28
Phonon,"Sliding Affliction (B)",236B,"800 / 1184(i)",14,,36,"Strike, Projectile",special,"-8 / -2(i)"
Phonon,"Sliding Affliction (C)",236C,1560,4+5,,30,"Strike, Projectile",special,+19
Phonon,"Sliding Affliction (IC B)",236[B],1206,21,,40,"Strike, Projectile",special,-5
Phonon,"Sliding Affliction(IC A)",236[A],928,25,,34,"Strike, Projectile",special,+1
Phonon,"Suppressive Restriction (A)",22A,1203,25,12,29,"Strike, Projectile",special,-28
Phonon,"Suppressive Restriction (Air A)",j22A,1083,21,,,"Strike, Projectile",special,
Phonon,"Suppressive Restriction (Air B)",j22B,1311,28,,,"Strike, Projectile",special,
Phonon,"Suppressive Restriction (Air C)",j22C,1692,4+16,,,"Strike, Projectile",special,
Phonon,"Suppressive Restriction (B)",22B,1435,28,14,29,"Strike, Projectile",special,-15
Phonon,"Suppressive Restriction (C)",22C,1951,4+19,12,30,"Strike, Projectile",special,-16
Phonon,Throw,A+D,1635,4,1,26,,other,+46
Phonon,"Tuning Satisfaction (A)",214A,610,9,6,24,Strike,special,-5
Phonon,"Tuning Satisfaction (A~X)",214A~X,1403,11,"4, (14), 5",30,Strike,special,-13
Phonon,"Tuning Satisfaction (B)",214B,610,10,6,33,Strike,special,-7
Phonon,"Tuning Satisfaction (B~X)",214B~X,1403,10,"4, (14), 5",28,Strike,special,-11
Phonon,"Tuning Satisfaction (C)",214C,1968,8,,,Strike,special,-6
Phonon,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Seth,,214X~8,600,"14 / 28",,,,special,-8
Seth,,214X~A,1192,1,,,,special,
Seth,,214X~B,,1,,,,special,
Seth,,214X~C,860,"1 / 28",,,,special,-8
Seth,,2A,140,5,2,12,Foot,normal,-2
Seth,,2B,410,6,3,13,Foot,normal,-4
Seth,,2C,543,8,2(2)2,17,Foot,normal,-1
Seth,,3B,430,9,4,18,Strike,normal,-4
Seth,,3C,590,10,3,27,Strike,normal,-9
Seth,,5A,170,5,2,12,Strike,normal,-2
Seth,,5B,415,7,3,15,Strike,normal,-4
Seth,,5C,350,10,4,17,Strike,normal,-9
Seth,,5CC,388,4,4,21,Strike,normal,-7
Seth,,66B,608,"7, 13",2(4)4,14,Strike,normal,-2
Seth,,66C,690,11,4,16,Strike,normal,-10~-5
Seth,,6C,600,28,1,16,Strike,normal,-8
Seth,,j2C,420,9,"Until landing",-13,Head,normal,-1
Seth,,j6C,510,26,6,17,Head,normal,-9
Seth,,jA,140,8,4,12(2),"Strike, Head",normal,
Seth,,jB,410,10,3,18(3),"Strike, Head",normal,
Seth,,jC,510,12,,3,"Strike, Head",normal,
Seth,"Abyssal Geometry",B+C,,,,,,other,
Seth,"Abyssal Geometry",[B+C],,,,,,other,
Seth,"Air Backdash",j44,,,,-22,,normal,
Seth,"Captive Segment",236A,"810 [FF: 930]","Orb Set: 35, Orb Firing: 105, [Charged FF: 65]",,,Projectile,special,+28
Seth,"Captive Segment",236B,"810 [FF: 930]","Orb Set: 35, Orb Firing: 105 [Charged FF: 65]",,,Projectile,special,+28
Seth,"Captive Segment",236C,"1466 [FF: 1685]","Orb Set: 53, Orb Firing: 111 [Charged FF: 31]",,,Projectile,special,+45
Seth,"Captive Segment",j.236A,"810 [FF: 930]","Orb Firing: 117 [Charged FF: 77]",,,Projectile,special,+28
Seth,"Captive Segment",j.236B,"810 [FF: 930]","Orb Firing: 118 [Charged FF: 78]",,,Projectile,special,+28
Seth,"Captive Segment",j.236C,"1466 [FF: 1685]","Orb Set: 50 Orb Firing: 137 [Charged FF: 47]",,,Projectile,special,+45
Seth,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Seth,"Dead Space of Intrusion",j623A,810,11,,,Strike,special,
Seth,"Dead Space of Intrusion",j623B,810,15,,,Strike,special,
Seth,"Dead Space of Intrusion",j623C,1860,8,,,Strike,special,
Seth,"Distant Frontier",A+B+C+D,3780,1+14,2,51,Strike,super,-25
Seth,"Dual Piercing Vengeance",623A,810,12,8,21,Strike,special,-7~-2
Seth,"Dual Piercing Vengeance",623B,810,15,9,25,Strike,special,-12~-6
Seth,"Dual Piercing Vengeance",623C,2075,11,7,32,Strike,special,-17~-11
Seth,"Gloomy Invitation",2B+C,810,30,,,Projectile,other,-3~+20
Seth,"Gloomy Invitation",jB+C,810,25,,,Projectile,other,
Seth,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Seth,"Massacring Instinct",66B+C,1152,35,,,Strike,other,-10
Seth,"Nefarious Sequence",41236D,3269,8,34,10,Strike,super,-21
Seth,"Piercing Penetration",j214a,732,9,,,Head,special,-11
Seth,"Piercing Penetration",j214B,1450,30,,,Throw,special,
Seth,"Piercing Penetration",j214C,1810,8,,,Strike,special,-6
Seth,"Rapid Descent",j.22,,,,,,normal,
Seth,"Rapid Descent (Follow-up 2)",j.22~4X,,,,,,normal,
Seth,"Rapid Descent (Follow-up)",j.22~6X,810,16,,,,normal,-11
Seth,"Steer Ender",5A+B,,,,,Strike,other,-4
Seth,Throw,A+D,1575,4,1,22,Throw,other,"+18(On hit)"
Seth,"Transgressing Convict",632146A,725,6,1,27,Throw,special,
Seth,"Transgressing Convict",632146B,1204,8,1(1)2,,Throw,special,
Seth,"Transgressing Convict",632146C,1393,6,1(1)2,28,Throw,special,
Seth,"Vanishing Confusion",214A,,,,,,special,
Seth,"Vanishing Confusion",214B,,,,,,special,
Seth,"Vanishing Confusion",214C,,,,,,special,
Seth,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Tsurugi,,2A,150,5,2,12,,normal,-2
Tsurugi,,2B,490,8,3,15,,normal,-2
Tsurugi,,2C,670,10,4,20,,normal,-6
Tsurugi,,2[C],850,24,4,20,,normal,-6
Tsurugi,,3C,780,11,2,23,,normal,-7
Tsurugi,,5A,200,6,3,11,,normal,-2
Tsurugi,,5A+B,,8,"8 (15) 4",18,,other,-4
Tsurugi,,5B,570,9,4,16,,normal,-3
Tsurugi,,5C,690,12,4,23,,normal,-9
Tsurugi,,66B,1032,9,"4 (16) 3",27,,normal,-5
Tsurugi,,66C,1018,11,12,19,,normal,-2~-13
Tsurugi,,6C,770,26,3,22,,normal,-7
Tsurugi,,6[C],940,33,3,27,,normal,-4
Tsurugi,,A+D,1621,4,,,,other,+36
Tsurugi,,B+C~66,,1,,,,other,
Tsurugi,,B+C~D,,,,,,other,
Tsurugi,,j2C,764,16,"Until L + 3",21,,normal,-4
Tsurugi,,j2[C],1497,29,"Until L + 2 (8) 3,3,3,3",34,,normal,-12
Tsurugi,,j6C,680,11,5,,,normal,Varies
Tsurugi,,jA,150,7,6,10,,normal,Varies
Tsurugi,,jB,490,9,4,21,,normal,Varies
Tsurugi,,jC,590,12,4,"Until L",,normal,Varies
Tsurugi,,j[C],760,20,4,,,normal,Varies
Tsurugi,Bloomer!,j236A,850,12,3,"Until L + 9",,special,"-3 (TK)"
Tsurugi,Bloomer!,j236B,950,13,3,"Until L + 9",,special,"-3 (TK)"
Tsurugi,Bloomer!,j236C,1828,4+4,"1,1,1","Until L + 9",,special,"+9 (TK)"
Tsurugi,Bloomer!,j236[B],1200,25,3,"Until L + 9",,special,"-5 (TK)"
Tsurugi,Breaker!,B+C~X,680,13,3,18,,other,"+4 (-6*)"
Tsurugi,"Cromlech Setter!",B+C~4X,690,13,3,31,,other,-16
Tsurugi,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Tsurugi,"Crushing Piler!",236C,1998,4+4,8,17,,special,+10
Tsurugi,"Earth-Breaking Excavator&amp;#33;&amp;#33;",41236D,3540,1+8,7,45,,super,-29
Tsurugi,"Guard Thrust",6A+B+C,,,,,,other,
Tsurugi,"High-Pressure Geo-Crusher&amp;#33;&amp;#33;",A+B+C+D,3780,1+14,2,51,Strike,super,-25
Tsurugi,"Jaw Crusher!",214A,1200,11,6,32,,special,"+55 (hit)"
Tsurugi,"Jaw Crusher!",214B,1200,20,6,32,,special,"+55 (hit)"
Tsurugi,"Jaw Crusher!",214C,1644,4+7,4,42,,special,"+39 (hit)"
Tsurugi,"Land Grader!",B+C~2X,810,9,"3,3,3,3",34,,other,-12
Tsurugi,"Motor Grader!",236X~6A,880,14,3,21,,special,-6
Tsurugi,"Pole Setter!",236X~6B,530,26,3,26,,special,-13
Tsurugi,"Skid-Scare Loader!",B+C,,"13 (17)",,,,other,
Tsurugi,"Smart Piler!",236A,680,12,5,18,,special,+1~-3
Tsurugi,"Smart Piler!",236B,720,17,6,24,,special,-5~-10
Tsurugi,Trebuchet!,623A,1231,7,"2,6,3",23,,special,-12
Tsurugi,Trebuchet!,623B,1641,8,"4,3,3,3,4",40,,special,-29
Tsurugi,Trebuchet!,623C,2011,4+1,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;4,4,2 (19) 4,4,4 (21) 4,3,3,3,3,3,3,4&quot;&gt;10 (19) 12 (21) 26&lt;/span&gt;",38,,special,-39
Tsurugi,"Veil Off",A+B+C,,,,,,other,
Uzuki,,214A~4B~8,,,,,,special,
Uzuki,,214A~4D,,,,,,special,
Uzuki,,214A~4D~4D,,,,,,special,
Uzuki,,214A~4D~7/8/9,,,,,,special,
Uzuki,,214B/C~4D,,,,,,special,
Uzuki,,214B/C~4D~4D,,,,,,special,
Uzuki,,214B/C~4D~7/8/9,,,,,,special,
Uzuki,,2A,150,6,2,,Strike,normal,-3
Uzuki,,2B,490,10,2,,Strike,normal,-9
Uzuki,,2B+C,1100,,6,,,other,
Uzuki,,2B+C,1250,,6,,,other,
Uzuki,,2C,640,12,4,,Strike,normal,-7
Uzuki,,3C,680,9,4,21,Strike,normal,-7
Uzuki,,4C,710,22,"2 (2) 3",,Strike,normal,-9
Uzuki,,4[C],890,27,"2 (2) 3",,Strike,normal,-13
Uzuki,,5A,180,5,2,,Strike,normal,-2
Uzuki,,5A+B,,,,,Strike,other,-4
Uzuki,,5B,"470 (240, 240)",7,"2 (4) 4",,Strike,normal,-4
Uzuki,,5C,690,13,5,,Strike,normal,-11
Uzuki,,66B,"863 (230 x4)",10,24,,Strike,normal,-7
Uzuki,,66C,960,14,5,,Strike,,-6
Uzuki,,6C,869,7,10,,Strike,normal,-7~-2
Uzuki,,A+D,1535,4,1,26,Throw,other,"+60 on hit"
Uzuki,,B+C~4/6,,,,,,other,
Uzuki,,B+C~44,,,,23,,other,
Uzuki,,B+C~66,,,,23,,other,
Uzuki,,B+C~7/8/9,,6,,,,other,
Uzuki,,B+C~D,,,,,,other,
Uzuki,,j2C,877,9,14,,Strike,normal,Varies
Uzuki,,jA,140,7,2,,Strike,normal,Varies
Uzuki,,jB,420,10,3,,Strike,normal,Varies
Uzuki,,jC,"585 (310, 310)",12,3,,Strike,normal,Varies
Uzuki,"Bag of Secrets",2B+C,,,,,,other,
Uzuki,"Bag of Secrets",2[B]+[C],,,,,,other,
